objective,main_objective,grad_norm,infidelity,generalized_infidelity,tracking_objective,norm_objective,guard_penalty,ridge_penalty,avg_state_length,elapsed_time,alg_mod,iter_count,obj_value,inf_pr,inf_du,mu,d_norm,regularization_size,alpha_du,alpha_pr,ls_trials
0.9860382758812815,0.9859132679814937,11.173478401402507,0.9859132705642006,0.9859132679814937,3.537565374025598,1.9999999948345861,0.00012493001914314208,7.78806445568522e-8,0.9999999987086465,174.797208070755,0.0,0.0,0.9860382758812815,0.0,2.57794606044082,1.0,0.0,0.0,0.0,0.0,0.0
0.9651054634107114,0.9648282132712612,12.334020732181385,0.9648282137293508,0.9648282132712612,4.12604033244268,1.9999999990838209,0.00027718065572243086,6.948372760695367e-8,0.9999999997709553,463.7587080001831,0.0,1.0,0.9651054634107114,0.0,4.131468752538934,0.09024658089044006,0.0623840485573445,0.0,1.0,0.10116973867040974,4.0
0.9460128738694451,0.9446805222986813,21.164969720399565,0.9446805230990535,0.9446805222986813,3.8849224952010166,1.9999999983992556,0.0013322668698605021,8.470090333809896e-8,0.9999999995998139,689.3733139038086,0.0,2.0,0.9460128738694451,0.0,3.4045861707618705,0.0075619097363848154,0.005787246161223945,0.0,1.0,0.5,2.0
0.9374150559137567,0.9371058288820454,21.707252846730416,0.9371058290778668,0.9371058288820454,4.2606373251550655,1.9999999996083573,0.0003091430191122128,8.401259909862807e-8,0.9999999999020892,852.4079110622406,0.0,3.0,0.9374150559137567,0.0,4.66160957498782,0.0006592185874290513,0.0032436959253512873,0.0,1.0,1.0,1.0
0.799385573923005,0.799211240746428,31.50459676590303,0.7992112413737773,0.799211240746428,4.799584189029,1.9999999987453014,0.00017425884740772193,7.432916928283781e-8,0.9999999996863255,1008.4098808765411,0.0,4.0,0.799385573923005,0.0,6.528299166973377,4.460880293174231e-5,0.0015415857116964128,0.0,1.0,1.0,1.0
0.7690409799195702,0.7688648494275871,35.49331244542368,0.7688648500981474,0.7688648494275871,4.8970367576679275,1.9999999986588795,0.00017605584961658574,7.464236653601336e-8,0.9999999996647199,1251.1688830852509,0.0,5.0,0.7690409799195702,0.0,6.718374504298555,3.0005684625857917e-6,0.003975342327232933,0.0,1.0,0.25,3.0
0.6201374702655843,0.6199724893634909,26.399121924914013,0.619972490031257,0.6199724893634909,5.490628743490412,1.9999999986644679,0.0001648979425544573,8.295953892474728e-8,0.999999999666117,1407.202271938324,0.0,6.0,0.6201374702655843,0.0,6.354262769515917,1.4672872344097643e-7,0.0016886615235161,0.0,1.0,1.0,1.0
0.5761043964100362,0.5759600613507103,24.943733841622368,0.5759600619930791,0.5759600613507103,5.877003523712498,1.9999999987152624,0.00014424968338670212,8.537593920932876e-8,0.9999999996788156,1645.294527053833,0.0,7.0,0.5761043964100362,0.0,5.284166889784849,1.1456027274978318e-8,0.003815640147393343,0.0,1.0,0.25,3.0
0.5471815296453506,0.5470298759377881,22.162892638496153,0.5470298763801422,0.5470298759377881,6.065346959710226,1.9999999991152917,0.00015156626736957866,8.744019296692304e-8,0.999999999778823,1852.3322439193726,0.0,8.0,0.5471815296453506,0.0,3.334932055865268,5.687913194507189e-10,0.0017535013886293895,0.0,1.0,0.5,2.0
0.5222879545222265,0.5221368095951043,14.164865428882322,0.5221368098648217,0.5221368095951043,6.200626308477067,1.9999999994605653,0.00015105899282020336,8.593430197723892e-8,0.9999999998651412,2004.1512379646301,0.0,9.0,0.5222879545222265,0.0,2.362970539080197,1.458641262344534e-11,0.000588534864749361,0.0,1.0,1.0,1.0
0.5149970929792694,0.5148466708969213,6.11581513692558,0.5148466711011284,0.5148466708969213,6.198896950876403,1.9999999995915858,0.0001503371508927297,8.493145542723066e-8,0.9999999998978965,2204.812264919281,0.0,10.0,0.5149970929792694,0.0,1.1281262300314536,1.0e-11,0.00045864778509428127,0.0,1.0,0.5,2.0
0.5130332980136736,0.512879531455767,6.532175590442236,0.5128795316077044,0.512879531455767,6.214079176069052,1.9999999996961253,0.0001536807671115287,8.579079499236444e-8,0.9999999999240313,2354.5407869815826,0.0,11.0,0.5130332980136736,0.0,1.221814763258543,1.0e-11,0.00017824751179546932,0.0,1.0,1.0,1.0
0.5088382442449766,0.5086907663032163,6.227407905734934,0.5086907664680176,0.5086907663032163,6.189139283712727,1.9999999996703974,0.0001473923952429172,8.554651746206747e-8,0.9999999999175994,2502.9757039546967,0.0,12.0,0.5088382442449766,0.0,1.0433853638799533,1.0e-11,0.0002760171340669605,0.0,1.0,1.0,1.0
0.5057530799924346,0.5055956256492805,13.896949597472632,0.5055956259229925,0.5055956256492805,6.119211465458114,1.9999999994525761,0.00015736765898270597,8.668417138272384e-8,0.9999999998631439,2652.2304780483246,0.0,13.0,0.5057530799924346,0.0,2.817344149078159,1.0e-11,0.0005664584409839406,0.0,1.0,1.0,1.0
